antecedent,consequent,support,confidence,lift
{3861},{75418 61069 90898 99608 69054},0.007,0.857,113.751
{3861},{75418 46785 90898 99608 69054},0.008,0.886,117.543
{3861},{75418 46785 61069 90898 99608},0.008,0.886,117.543
{3861},{54368 46785 61069 99608 69054},0.008,0.886,117.543
{3861},{54368 61069 90898 99608 69054},0.007,0.857,113.751
{3861},{54368 46785 90898 99608 69054},0.008,0.886,117.543
{3861},{54368 46785 61069 90898 99608},0.008,0.886,117.543
{3861},{54368 61069 75418 99608 69054},0.008,0.886,113.870
{3861},{54368 46785 75418 99608 69054},0.008,0.914,117.543
{3861},{54368 46785 61069 75418 99608},0.008,0.914,117.543
{3861},{54368 75418 90898 99608 69054},0.008,0.886,113.870
{3861},{54368 75418 61069 90898 99608},0.008,0.886,113.870
{3861},{54368 75418 46785 90898 99608},0.008,0.943,117.543
{3861},{46785 26892 61069 99608 69054},0.007,0.857,117.543
{3861},{26892 61069 75418 99608 69054},0.007,0.857,113.751
{3861},{26892 46785 75418 99608 69054},0.007,0.857,117.543
{3861},{61069 26892 46785 75418 99608},0.007,0.857,117.543
{3861},{61069 26892 46785 75418 69054},0.007,0.857,113.751
{3861},{26892 61069 90898 75418 69054},0.007,0.857,110.196
{3861},{75418 26892 46785 90898 99608},0.007,0.857,117.543
{3861},{54368 26892 61069 99608 69054},0.007,0.857,113.751
{3861},{54368 26892 46785 99608 69054},0.007,0.857,117.543
{3861},{54368 46785 26892 61069 99608},0.007,0.857,117.543
{3861},{54368 46785 26892 61069 69054},0.007,0.857,113.751
{3861},{54368 26892 61069 90898 69054},0.007,0.857,110.196
{3861},{54368 26892 46785 90898 99608},0.007,0.857,117.543
{3861},{54368 26892 75418 99608 69054},0.007,0.857,113.751
{3861},{54368 26892 61069 75418 99608},0.007,0.857,113.751
{3861},{54368 26892 61069 75418 69054},0.008,0.886,110.419
{3861},{54368 26892 46785 75418 99608},0.008,0.886,117.543
{3861},{54368 26892 46785 75418 69054},0.007,0.857,113.751
{3861},{54368 46785 26892 61069 75418},0.007,0.857,113.751
{3861},{54368 75418 26892 90898 99608},0.007,0.857,113.751
{3861},{54368 26892 90898 75418 69054},0.007,0.857,110.196
{3861},{54368 26892 61069 90898 75418},0.007,0.857,110.196
{3861},{54368 26892 46785 90898 75418},0.007,0.857,113.751
{26892},{46785 61069 3861 99608 69054},0.007,0.882,117.097
{26892},{61069 46785 75418 99608 69054},0.007,0.882,117.097
{26892},{61069 3861 75418 99608 69054},0.007,0.882,117.097
{26892},{46785 3861 75418 99608 69054},0.007,0.882,113.438
{26892},{61069 46785 75418 3861 99608},0.007,0.882,113.438
{26892},{61069 46785 3861 75418 69054},0.007,0.882,117.097
{26892},{75418 61069 90898 99608 69054},0.007,0.882,117.097
{26892},{61069 46785 90898 75418 69054},0.007,0.882,117.097
{26892},{61069 3861 90898 75418 69054},0.007,0.882,117.097
{26892},{75418 46785 3861 90898 99608},0.007,0.882,110.000
{26892},{54368 61069 46785 99608 69054},0.007,0.882,117.097
{26892},{54368 61069 3861 99608 69054},0.007,0.882,117.097
{26892},{54368 46785 3861 99608 69054},0.007,0.882,113.438
{26892},{54368 46785 61069 3861 99608},0.007,0.882,113.438
{26892},{54368 46785 61069 3861 69054},0.007,0.882,117.097
{26892},{54368 61069 90898 99608 69054},0.007,0.882,117.097
{26892},{54368 61069 46785 90898 69054},0.007,0.882,117.097
{26892},{54368 61069 3861 90898 69054},0.007,0.882,117.097
{26892},{54368 46785 3861 90898 99608},0.007,0.882,110.000
{26892},{54368 61069 75418 99608 69054},0.008,0.912,117.219
{26892},{54368 46785 75418 99608 69054},0.007,0.882,113.438
{26892},{54368 61069 46785 75418 99608},0.007,0.882,113.438
{26892},{54368 61069 46785 75418 69054},0.008,0.912,117.219
{26892},{54368 3861 75418 99608 69054},0.007,0.882,113.438
{26892},{54368 61069 3861 75418 99608},0.007,0.882,113.438
{26892},{54368 61069 3861 75418 69054},0.008,0.912,117.219
{26892},{54368 46785 3861 75418 99608},0.008,0.912,110.324
{26892},{54368 46785 3861 75418 69054},0.007,0.882,113.438
{26892},{54368 46785 61069 3861 75418},0.007,0.882,113.438
{26892},{54368 75418 90898 99608 69054},0.007,0.882,113.438
{26892},{54368 75418 61069 90898 99608},0.007,0.882,113.438
{26892},{54368 61069 90898 75418 69054},0.008,0.941,117.333
{26892},{54368 75418 46785 90898 99608},0.007,0.882,110.000
{26892},{54368 46785 90898 75418 69054},0.007,0.882,113.438
{26892},{54368 46785 61069 90898 75418},0.007,0.882,113.438
{26892},{54368 75418 3861 90898 99608},0.007,0.882,110.000
{26892},{54368 3861 90898 75418 69054},0.007,0.882,113.438
{26892},{54368 61069 3861 90898 75418},0.007,0.882,113.438
{26892},{54368 46785 3861 90898 75418},0.007,0.882,110.000
{46785},{54368 61069 3861 90898 75418},0.008,0.886,113.870
{46785},{61069 3861 90898 75418 69054},0.007,0.857,113.751
{46785},{54368 61069 3861 90898 69054},0.007,0.857,113.751
{46785},{54368 61069 3861 75418 69054},0.008,0.886,113.870
{46785},{54368 61069 90898 75418 69054},0.008,0.886,110.419
{46785},{54368 3861 90898 75418 69054},0.008,0.886,113.870
{46785},{61069 3861 90898 99608 69054},0.007,0.857,117.543
{46785},{61069 3861 75418 99608 69054},0.008,0.886,117.543
{46785},{75418 61069 90898 99608 69054},0.007,0.857,113.751
{46785},{75418 3861 90898 99608 69054},0.008,0.886,117.543
{46785},{75418 61069 3861 90898 99608},0.008,0.886,117.543
{46785},{54368 61069 3861 99608 69054},0.008,0.886,117.543
{46785},{54368 61069 90898 99608 69054},0.007,0.857,113.751
{46785},{54368 3861 90898 99608 69054},0.008,0.886,117.543
{46785},{54368 61069 3861 90898 99608},0.008,0.886,117.543
{46785},{54368 61069 75418 99608 69054},0.008,0.886,113.870
{46785},{54368 3861 75418 99608 69054},0.008,0.914,117.543
{46785},{54368 61069 3861 75418 99608},0.008,0.914,117.543
{46785},{54368 75418 90898 99608 69054},0.008,0.886,113.870
{46785},{54368 75418 61069 90898 99608},0.008,0.886,113.870
{46785},{54368 75418 3861 90898 99608},0.008,0.943,117.543
{46785},{61069 26892 3861 99608 69054},0.007,0.857,117.543
{46785},{26892 61069 75418 99608 69054},0.007,0.857,113.751
{46785},{26892 3861 75418 99608 69054},0.007,0.857,117.543
{46785},{61069 26892 3861 75418 99608},0.007,0.857,117.543
{46785},{61069 26892 3861 75418 69054},0.007,0.857,113.751
{46785},{26892 61069 90898 75418 69054},0.007,0.857,110.196
{46785},{75418 26892 3861 90898 99608},0.007,0.857,117.543
{46785},{54368 26892 61069 99608 69054},0.007,0.857,113.751
{46785},{54368 26892 3861 99608 69054},0.007,0.857,117.543
{46785},{54368 61069 26892 3861 99608},0.007,0.857,117.543
{46785},{54368 61069 26892 3861 69054},0.007,0.857,113.751
{46785},{54368 26892 61069 90898 69054},0.007,0.857,110.196
{46785},{54368 26892 3861 90898 99608},0.007,0.857,117.543
{46785},{54368 26892 75418 99608 69054},0.007,0.857,113.751
{46785},{54368 26892 61069 75418 99608},0.007,0.857,113.751
{46785},{54368 26892 61069 75418 69054},0.008,0.886,110.419
{46785},{54368 26892 3861 75418 99608},0.008,0.886,117.543
{46785},{54368 26892 3861 75418 69054},0.007,0.857,113.751
{46785},{54368 61069 26892 3861 75418},0.007,0.857,113.751
{46785},{54368 75418 26892 90898 99608},0.007,0.857,113.751
{46785},{54368 26892 90898 75418 69054},0.007,0.857,110.196
{46785},{54368 26892 61069 90898 75418},0.007,0.857,110.196
{46785},{54368 26892 3861 90898 75418},0.007,0.857,113.751
{54368},{61069 46785 90898 3861 75418},0.008,0.838,111.189
{54368},{46785 61069 90898 3861 69054},0.007,0.811,111.189
{54368},{46785 61069 3861 75418 69054},0.008,0.838,111.189
{54368},{46785 61069 90898 75418 69054},0.008,0.838,111.189
{54368},{61069 3861 90898 75418 69054},0.008,0.838,111.189
{54368},{46785 3861 90898 75418 69054},0.008,0.838,111.189
{54368},{46785 61069 3861 99608 69054},0.008,0.838,111.189
{54368},{61069 46785 90898 99608 69054},0.007,0.811,111.189
{54368},{61069 3861 90898 99608 69054},0.007,0.811,111.189
{54368},{46785 3861 90898 99608 69054},0.008,0.838,111.189
{54368},{46785 61069 90898 3861 99608},0.008,0.838,111.189
{54368},{61069 46785 75418 99608 69054},0.008,0.838,111.189
{54368},{61069 3861 75418 99608 69054},0.008,0.838,111.189
{54368},{46785 3861 75418 99608 69054},0.008,0.865,111.189
{54368},{46785 61069 75418 3861 99608},0.008,0.865,111.189
{54368},{75418 61069 90898 99608 69054},0.008,0.838,111.189
{54368},{75418 46785 90898 99608 69054},0.008,0.838,111.189
{54368},{75418 46785 61069 90898 99608},0.008,0.838,111.189
{54368},{75418 3861 90898 99608 69054},0.008,0.838,111.189
{54368},{75418 61069 3861 90898 99608},0.008,0.838,111.189
{54368},{75418 46785 3861 90898 99608},0.008,0.892,111.189
{54368},{61069 26892 46785 99608 69054},0.007,0.811,111.189
{54368},{61069 26892 3861 99608 69054},0.007,0.811,111.189
{54368},{46785 26892 3861 99608 69054},0.007,0.811,111.189
{54368},{46785 26892 61069 3861 99608},0.007,0.811,111.189
{54368},{46785 26892 61069 3861 69054},0.007,0.811,111.189
{54368},{26892 61069 90898 99608 69054},0.007,0.811,111.189
{54368},{61069 26892 46785 90898 69054},0.007,0.811,111.189
{54368},{61069 26892 3861 90898 69054},0.007,0.811,111.189
{54368},{46785 26892 3861 90898 99608},0.007,0.811,111.189
{54368},{26892 61069 75418 99608 69054},0.008,0.838,111.189
{54368},{26892 46785 75418 99608 69054},0.007,0.811,111.189
{54368},{61069 26892 46785 75418 99608},0.007,0.811,111.189
{54368},{61069 26892 46785 75418 69054},0.008,0.838,111.189
{54368},{26892 3861 75418 99608 69054},0.007,0.811,111.189
{54368},{61069 26892 3861 75418 99608},0.007,0.811,111.189
{54368},{61069 26892 3861 75418 69054},0.008,0.838,111.189
{54368},{46785 26892 3861 75418 99608},0.008,0.838,111.189
{54368},{46785 26892 3861 75418 69054},0.007,0.811,111.189
{54368},{46785 26892 61069 3861 75418},0.007,0.811,111.189
{54368},{75418 26892 90898 99608 69054},0.007,0.811,111.189
{54368},{75418 26892 61069 90898 99608},0.007,0.811,111.189
{54368},{26892 61069 90898 75418 69054},0.008,0.865,111.189
{54368},{75418 26892 46785 90898 99608},0.007,0.811,111.189
{54368},{26892 46785 90898 75418 69054},0.007,0.811,111.189
{54368},{46785 26892 61069 90898 75418},0.007,0.811,111.189
{54368},{75418 26892 3861 90898 99608},0.007,0.811,111.189
{54368},{26892 3861 90898 75418 69054},0.007,0.811,111.189
{54368},{61069 26892 3861 90898 75418},0.007,0.811,111.189
{54368},{46785 26892 3861 90898 75418},0.007,0.811,111.189
{61069},{54368 46785 3861 90898 75418},0.008,0.886,110.419
{61069},{46785 3861 90898 75418 69054},0.007,0.857,113.751
{61069},{54368 46785 3861 90898 69054},0.007,0.857,113.751
{61069},{54368 46785 3861 75418 69054},0.008,0.886,113.870
{61069},{54368 46785 90898 75418 69054},0.008,0.886,113.870
{61069},{54368 3861 90898 75418 69054},0.008,0.886,113.870
{61069},{46785 3861 90898 99608 69054},0.007,0.857,113.751
{61069},{46785 3861 75418 99608 69054},0.008,0.886,113.870
{61069},{75418 46785 90898 99608 69054},0.007,0.857,113.751
{61069},{75418 3861 90898 99608 69054},0.007,0.857,113.751
{61069},{75418 46785 3861 90898 99608},0.008,0.886,110.419
{61069},{54368 46785 3861 99608 69054},0.008,0.886,113.870
{61069},{54368 46785 90898 99608 69054},0.007,0.857,113.751
{61069},{54368 3861 90898 99608 69054},0.007,0.857,113.751
{61069},{54368 46785 3861 90898 99608},0.008,0.886,110.419
{61069},{54368 46785 75418 99608 69054},0.008,0.886,113.870
{61069},{54368 3861 75418 99608 69054},0.008,0.886,113.870
{61069},{54368 46785 3861 75418 99608},0.008,0.914,110.629
{61069},{54368 75418 90898 99608 69054},0.008,0.886,113.870
{61069},{54368 75418 46785 90898 99608},0.008,0.886,110.419
{61069},{54368 75418 3861 90898 99608},0.008,0.886,110.419
{61069},{46785 26892 3861 99608 69054},0.007,0.857,117.543
{61069},{26892 46785 75418 99608 69054},0.007,0.857,117.543
{61069},{26892 3861 75418 99608 69054},0.007,0.857,117.543
{61069},{46785 26892 3861 75418 99608},0.007,0.857,113.751
{61069},{46785 26892 3861 75418 69054},0.007,0.857,117.543
{61069},{75418 26892 90898 99608 69054},0.007,0.857,117.543
{61069},{26892 46785 90898 75418 69054},0.007,0.857,117.543
{61069},{26892 3861 90898 75418 69054},0.007,0.857,117.543
{61069},{54368 26892 46785 99608 69054},0.007,0.857,117.543
{61069},{54368 26892 3861 99608 69054},0.007,0.857,117.543
{61069},{54368 46785 26892 3861 99608},0.007,0.857,113.751
{61069},{54368 46785 26892 3861 69054},0.007,0.857,117.543
{61069},{54368 26892 90898 99608 69054},0.007,0.857,117.543
{61069},{54368 26892 46785 90898 69054},0.007,0.857,117.543
{61069},{54368 26892 3861 90898 69054},0.007,0.857,117.543
{61069},{54368 26892 75418 99608 69054},0.008,0.886,117.543
{61069},{54368 26892 46785 75418 99608},0.007,0.857,113.751
{61069},{54368 26892 46785 75418 69054},0.008,0.886,117.543
{61069},{54368 26892 3861 75418 99608},0.007,0.857,113.751
{61069},{54368 26892 3861 75418 69054},0.008,0.886,117.543
{61069},{54368 46785 26892 3861 75418},0.007,0.857,113.751
{61069},{54368 75418 26892 90898 99608},0.007,0.857,113.751
{61069},{54368 26892 90898 75418 69054},0.008,0.914,117.543
{61069},{54368 26892 46785 90898 75418},0.007,0.857,113.751
{61069},{54368 26892 3861 90898 75418},0.007,0.857,113.751
{69054},{46785 61069 90898 3861 75418},0.007,0.857,113.751
{69054},{54368 46785 61069 90898 3861},0.007,0.857,113.751
{69054},{54368 46785 61069 3861 75418},0.008,0.886,113.870
{69054},{54368 46785 61069 90898 75418},0.008,0.886,113.870
{69054},{54368 61069 3861 90898 75418},0.008,0.886,113.870
{69054},{54368 46785 3861 90898 75418},0.008,0.886,110.419
{69054},{46785 61069 90898 3861 99608},0.007,0.857,113.751
{69054},{61069 46785 75418 3861 99608},0.008,0.886,113.870
{69054},{75418 61069 46785 90898 99608},0.007,0.857,113.751
{69054},{75418 61069 3861 90898 99608},0.007,0.857,113.751
{69054},{75418 46785 3861 90898 99608},0.008,0.886,110.419
{69054},{54368 46785 61069 3861 99608},0.008,0.886,113.870
{69054},{54368 61069 46785 90898 99608},0.007,0.857,113.751
{69054},{54368 61069 3861 90898 99608},0.007,0.857,113.751
{69054},{54368 46785 3861 90898 99608},0.008,0.886,110.419
{69054},{54368 61069 46785 75418 99608},0.008,0.886,113.870
{69054},{54368 61069 3861 75418 99608},0.008,0.886,113.870
{69054},{54368 46785 3861 75418 99608},0.008,0.914,110.629
{69054},{54368 75418 61069 90898 99608},0.008,0.886,113.870
{69054},{54368 75418 46785 90898 99608},0.008,0.886,110.419
{69054},{54368 75418 3861 90898 99608},0.008,0.886,110.419
{69054},{46785 26892 61069 3861 99608},0.007,0.857,117.543
{69054},{61069 26892 46785 75418 99608},0.007,0.857,117.543
{69054},{61069 26892 3861 75418 99608},0.007,0.857,117.543
{69054},{46785 26892 3861 75418 99608},0.007,0.857,113.751
{69054},{61069 26892 46785 3861 75418},0.007,0.857,117.543
{69054},{75418 26892 61069 90898 99608},0.007,0.857,117.543
{69054},{61069 26892 46785 90898 75418},0.007,0.857,117.543
{69054},{61069 26892 3861 90898 75418},0.007,0.857,117.543
{69054},{54368 61069 26892 46785 99608},0.007,0.857,117.543
{69054},{54368 61069 26892 3861 99608},0.007,0.857,117.543
{69054},{54368 46785 26892 3861 99608},0.007,0.857,113.751
{69054},{54368 46785 26892 61069 3861},0.007,0.857,117.543
{69054},{54368 26892 61069 90898 99608},0.007,0.857,117.543
{69054},{54368 61069 26892 46785 90898},0.007,0.857,117.543
{69054},{54368 61069 26892 3861 90898},0.007,0.857,117.543
{69054},{54368 26892 61069 75418 99608},0.008,0.886,117.543
{69054},{54368 26892 46785 75418 99608},0.007,0.857,113.751
{69054},{54368 61069 26892 46785 75418},0.008,0.886,117.543
{69054},{54368 26892 3861 75418 99608},0.007,0.857,113.751
{69054},{54368 61069 26892 3861 75418},0.008,0.886,117.543
{69054},{54368 46785 26892 3861 75418},0.007,0.857,113.751
{69054},{54368 75418 26892 90898 99608},0.007,0.857,113.751
{69054},{54368 26892 61069 90898 75418},0.008,0.914,117.543
{69054},{54368 26892 46785 90898 75418},0.007,0.857,113.751
{69054},{54368 26892 3861 90898 75418},0.007,0.857,113.751
{75418},{54368 61069 46785 90898 3861},0.008,0.838,111.189
{75418},{46785 61069 90898 3861 69054},0.007,0.811,111.189
{75418},{54368 46785 61069 3861 69054},0.008,0.838,111.189
{75418},{54368 46785 61069 90898 69054},0.008,0.838,111.189
{75418},{54368 61069 3861 90898 69054},0.008,0.838,111.189
{75418},{54368 46785 3861 90898 69054},0.008,0.838,111.189
{75418},{61069 46785 3861 99608 69054},0.008,0.838,111.189
{75418},{61069 46785 90898 99608 69054},0.007,0.811,111.189
{75418},{61069 3861 90898 99608 69054},0.007,0.811,111.189
{75418},{46785 3861 90898 99608 69054},0.008,0.838,111.189
{75418},{46785 61069 90898 3861 99608},0.008,0.838,111.189
{75418},{54368 61069 46785 99608 69054},0.008,0.838,111.189
{75418},{54368 61069 3861 99608 69054},0.008,0.838,111.189
{75418},{54368 46785 3861 99608 69054},0.008,0.865,111.189
{75418},{54368 46785 61069 3861 99608},0.008,0.865,111.189
{75418},{54368 61069 90898 99608 69054},0.008,0.838,111.189
{75418},{54368 46785 90898 99608 69054},0.008,0.838,111.189
{75418},{54368 46785 61069 90898 99608},0.008,0.838,111.189
{75418},{54368 3861 90898 99608 69054},0.008,0.838,111.189
{75418},{54368 61069 3861 90898 99608},0.008,0.838,111.189
{75418},{54368 46785 3861 90898 99608},0.008,0.892,111.189
{75418},{61069 26892 46785 99608 69054},0.007,0.811,111.189
{75418},{61069 26892 3861 99608 69054},0.007,0.811,111.189
{75418},{46785 26892 3861 99608 69054},0.007,0.811,111.189
{75418},{61069 26892 46785 3861 99608},0.007,0.811,111.189
{75418},{61069 26892 46785 3861 69054},0.007,0.811,111.189
{75418},{26892 61069 90898 99608 69054},0.007,0.811,111.189
{75418},{61069 26892 46785 90898 69054},0.007,0.811,111.189
{75418},{61069 26892 3861 90898 69054},0.007,0.811,111.189
{75418},{46785 26892 3861 90898 99608},0.007,0.811,111.189
{75418},{54368 26892 61069 99608 69054},0.008,0.838,111.189
{75418},{54368 26892 46785 99608 69054},0.007,0.811,111.189
{75418},{54368 61069 26892 46785 99608},0.007,0.811,111.189
{75418},{54368 61069 26892 46785 69054},0.008,0.838,111.189
{75418},{54368 26892 3861 99608 69054},0.007,0.811,111.189
{75418},{54368 61069 26892 3861 99608},0.007,0.811,111.189
{75418},{54368 61069 26892 3861 69054},0.008,0.838,111.189
{75418},{54368 46785 26892 3861 99608},0.008,0.838,111.189
{75418},{54368 46785 26892 3861 69054},0.007,0.811,111.189
{75418},{54368 46785 26892 61069 3861},0.007,0.811,111.189
{75418},{54368 26892 90898 99608 69054},0.007,0.811,111.189
{75418},{54368 26892 61069 90898 99608},0.007,0.811,111.189
{75418},{54368 26892 61069 90898 69054},0.008,0.865,111.189
{75418},{54368 26892 46785 90898 99608},0.007,0.811,111.189
{75418},{54368 26892 46785 90898 69054},0.007,0.811,111.189
{75418},{54368 46785 26892 61069 90898},0.007,0.811,111.189
{75418},{54368 26892 3861 90898 99608},0.007,0.811,111.189
{75418},{54368 26892 3861 90898 69054},0.007,0.811,111.189
{75418},{54368 61069 26892 3861 90898},0.007,0.811,111.189
{75418},{54368 46785 26892 3861 90898},0.007,0.811,111.189
{90898},{54368 61069 46785 3861 75418},0.008,0.861,110.707
{90898},{46785 61069 3861 75418 69054},0.007,0.833,110.591
{90898},{54368 46785 61069 3861 69054},0.007,0.833,110.591
{90898},{54368 46785 61069 75418 69054},0.008,0.861,110.707
{90898},{54368 61069 3861 75418 69054},0.008,0.861,110.707
{90898},{54368 46785 3861 75418 69054},0.008,0.861,110.707
{90898},{46785 61069 3861 99608 69054},0.007,0.833,110.591
{90898},{61069 46785 75418 99608 69054},0.007,0.833,110.591
{90898},{61069 3861 75418 99608 69054},0.007,0.833,110.591
{90898},{46785 3861 75418 99608 69054},0.008,0.861,110.707
{90898},{46785 61069 75418 3861 99608},0.008,0.861,110.707
{90898},{54368 61069 46785 99608 69054},0.007,0.833,110.591
{90898},{54368 61069 3861 99608 69054},0.007,0.833,110.591
{90898},{54368 46785 3861 99608 69054},0.008,0.861,110.707
{90898},{54368 46785 61069 3861 99608},0.008,0.861,110.707
{90898},{54368 61069 75418 99608 69054},0.008,0.861,110.707
{90898},{54368 46785 75418 99608 69054},0.008,0.861,110.707
{90898},{54368 46785 61069 75418 99608},0.008,0.861,110.707
{90898},{54368 3861 75418 99608 69054},0.008,0.861,110.707
{90898},{54368 61069 3861 75418 99608},0.008,0.861,110.707
{90898},{54368 46785 3861 75418 99608},0.008,0.917,110.917
{90898},{26892 61069 75418 99608 69054},0.007,0.833,110.591
{90898},{61069 26892 46785 75418 69054},0.007,0.833,110.591
{90898},{61069 26892 3861 75418 69054},0.007,0.833,110.591
{90898},{46785 26892 3861 75418 99608},0.007,0.833,110.591
{90898},{54368 26892 61069 99608 69054},0.007,0.833,110.591
{90898},{54368 61069 26892 46785 69054},0.007,0.833,110.591
{90898},{54368 61069 26892 3861 69054},0.007,0.833,110.591
{90898},{54368 46785 26892 3861 99608},0.007,0.833,110.591
{90898},{54368 26892 75418 99608 69054},0.007,0.833,110.591
{90898},{54368 26892 61069 75418 99608},0.007,0.833,110.591
{90898},{54368 26892 61069 75418 69054},0.008,0.889,110.815
{90898},{54368 26892 46785 75418 99608},0.007,0.833,110.591
{90898},{54368 26892 46785 75418 69054},0.007,0.833,110.591
{90898},{54368 46785 26892 61069 75418},0.007,0.833,110.591
{90898},{54368 26892 3861 75418 99608},0.007,0.833,110.591
{90898},{54368 26892 3861 75418 69054},0.007,0.833,110.591
{90898},{54368 61069 26892 3861 75418},0.007,0.833,110.591
{90898},{54368 46785 26892 3861 75418},0.007,0.833,110.591
{99608},{46785 61069 90898 3861 69054},0.007,0.857,117.543
{99608},{61069 46785 3861 75418 69054},0.008,0.886,117.543
{99608},{61069 46785 90898 75418 69054},0.007,0.857,113.751
{99608},{61069 3861 90898 75418 69054},0.007,0.857,113.751
{99608},{46785 3861 90898 75418 69054},0.008,0.886,117.543
{99608},{46785 61069 90898 3861 75418},0.008,0.886,117.543
{99608},{54368 46785 61069 3861 69054},0.008,0.886,117.543
{99608},{54368 61069 46785 90898 69054},0.007,0.857,113.751
{99608},{54368 61069 3861 90898 69054},0.007,0.857,113.751
{99608},{54368 46785 3861 90898 69054},0.008,0.886,117.543
{99608},{54368 46785 61069 90898 3861},0.008,0.886,117.543
{99608},{54368 61069 46785 75418 69054},0.008,0.886,113.870
{99608},{54368 61069 3861 75418 69054},0.008,0.886,113.870
{99608},{54368 46785 3861 75418 69054},0.008,0.914,117.543
{99608},{54368 46785 61069 3861 75418},0.008,0.914,117.543
{99608},{54368 61069 90898 75418 69054},0.008,0.886,110.419
{99608},{54368 46785 90898 75418 69054},0.008,0.886,113.870
{99608},{54368 46785 61069 90898 75418},0.008,0.886,113.870
{99608},{54368 3861 90898 75418 69054},0.008,0.886,113.870
{99608},{54368 61069 3861 90898 75418},0.008,0.886,113.870
{99608},{54368 46785 3861 90898 75418},0.008,0.943,117.543
{99608},{46785 26892 61069 3861 69054},0.007,0.857,117.543
{99608},{61069 26892 46785 75418 69054},0.007,0.857,113.751
{99608},{61069 26892 3861 75418 69054},0.007,0.857,113.751
{99608},{46785 26892 3861 75418 69054},0.007,0.857,117.543
{99608},{61069 26892 46785 3861 75418},0.007,0.857,117.543
{99608},{26892 61069 90898 75418 69054},0.007,0.857,110.196
{99608},{46785 26892 3861 90898 75418},0.007,0.857,117.543
{99608},{54368 61069 26892 46785 69054},0.007,0.857,113.751
{99608},{54368 61069 26892 3861 69054},0.007,0.857,113.751
{99608},{54368 46785 26892 3861 69054},0.007,0.857,117.543
{99608},{54368 46785 26892 61069 3861},0.007,0.857,117.543
{99608},{54368 26892 61069 90898 69054},0.007,0.857,110.196
{99608},{54368 46785 26892 3861 90898},0.007,0.857,117.543
{99608},{54368 26892 61069 75418 69054},0.008,0.886,110.419
{99608},{54368 26892 46785 75418 69054},0.007,0.857,113.751
{99608},{54368 61069 26892 46785 75418},0.007,0.857,113.751
{99608},{54368 26892 3861 75418 69054},0.007,0.857,113.751
{99608},{54368 61069 26892 3861 75418},0.007,0.857,113.751
{99608},{54368 46785 26892 3861 75418},0.008,0.886,117.543
{99608},{54368 26892 90898 75418 69054},0.007,0.857,110.196
{99608},{54368 26892 61069 90898 75418},0.007,0.857,110.196
{99608},{54368 26892 46785 90898 75418},0.007,0.857,113.751
{99608},{54368 26892 3861 90898 75418},0.007,0.857,113.751
{6080},{37321 98129 44776 14148 54782},0.011,0.836,70.220
{6080},{37321 98129 24918 14148 54782},0.011,0.836,70.220
{6080},{37321 98129 44776 24918 14148},0.011,0.855,70.312
{6080},{37321 98129 44776 24918 54782},0.011,0.800,70.026
{6080},{98129 44776 24918 14148 54782},0.011,0.800,70.026
{6080},{37321 44776 24918 14148 54782},0.011,0.818,70.125
{24918},{37321 98129 6080 14148 54782},0.011,0.868,74.388
{24918},{37321 98129 44776 6080 14148},0.011,0.887,72.965
{24918},{37321 98129 44776 6080 54782},0.011,0.830,72.668
{24918},{98129 44776 6080 14148 54782},0.011,0.830,74.248
{24918},{37321 44776 6080 14148 54782},0.011,0.849,72.771
{24918},{37321 98129 44776 14148 54782},0.011,0.887,74.454
{37321},{98129 44776 6080 14148 54782},0.011,0.793,70.931
{37321},{98129 6080 24918 14148 54782},0.011,0.793,70.931
{37321},{98129 44776 6080 24918 14148},0.011,0.810,70.931
{37321},{98129 44776 24918 6080 54782},0.011,0.759,70.931
{37321},{44776 6080 24918 14148 54782},0.011,0.776,70.931
{37321},{98129 44776 24918 14148 54782},0.011,0.810,70.931
{98129},{37321 44776 6080 14148 54782},0.011,0.821,70.403
{98129},{37321 6080 24918 14148 54782},0.011,0.821,71.901
{98129},{37321 44776 6080 24918 14148},0.011,0.839,71.934
{98129},{37321 44776 24918 6080 54782},0.011,0.786,71.832
{98129},{44776 6080 24918 14148 54782},0.011,0.786,71.832
{98129},{37321 44776 24918 14148 54782},0.011,0.839,71.934
{10413},{60042 86958 83249 15755 31717 62583},0.013,0.812,59.690
{10413},{31717 60042 86958 83249 78656 62583},0.011,0.734,60.424
{10413},{31717 60042 83249 15755 78656 62583},0.011,0.734,60.424
{10413},{60042 86958 83249 15755 78656 62583},0.012,0.750,60.500
{10413},{31717 86958 83249 15755 78656 62583},0.012,0.750,60.500
{10413},{31717 60042 86958 15755 78656 62583},0.012,0.781,60.643
{10413},{31717 60042 86958 83249 15755 78656},0.012,0.781,60.643
{31717},{60042 86958 83249 10413 15755 62583},0.013,0.776,60.244
{31717},{60042 86958 83249 10413 78656 62583},0.011,0.701,60.124
{31717},{60042 83249 10413 15755 78656 62583},0.011,0.701,60.124
{31717},{86958 83249 10413 15755 78656 62583},0.012,0.716,60.150
{31717},{60042 86958 83249 15755 78656 62583},0.012,0.746,60.199
{31717},{60042 86958 10413 15755 78656 62583},0.012,0.746,60.199
{31717},{60042 86958 83249 10413 15755 78656},0.012,0.746,60.199
{60042},{86958 83249 10413 15755 31717 62583},0.013,0.788,61.157
{60042},{31717 86958 83249 10413 78656 62583},0.011,0.712,61.035
{60042},{31717 83249 10413 15755 78656 62583},0.011,0.712,59.789
