high_flour,low_flour,warm_water,sugar,yeast,salt,olive_oil,standstill,temp,bake_time,extra_effort,pineapple,pearl,elec_power,cooker_age,cooker_gender,label
554.68,-243.16,-211.83,-39.3,-95.11,85.49,-0.41,148.13,572.85,-12.82,False,True,True,0,65,1,0
144.86,-338.9,475.92,90.14,11.62,13.37,56.89,7.7,-153.37,-58.24,False,True,True,1,49,0,0
208.74,482.34,629.06,22.18,-65.02,-96.27,28.7,140.45,500.14,-25.07,False,True,True,0,68,0,0
-304.4,-75.66,664.33,74.63,-40.95,22.67,36.36,81.24,-171.27,8.72,False,True,False,0,65,0,0
156.69,84.5,110.53,4.54,3.43,2.13,13.27,35.78,225.65,11.73,True,False,False,1,70,1,1
-55.86,-0.41,52.6,-45.64,-0.04,42.6,-85.55,143.47,31.25,8.05,False,False,True,0,43,0,0
165.89,133.67,169.81,6.12,4.3,3.8,18.43,36.36,224.4,10.54,True,False,False,1,52,0,1
136.23,131.93,116.44,4.09,2.53,4.96,10.47,57.87,214.55,10.84,True,False,False,0,62,1,1
417.51,-396.02,52.04,76.91,25.87,30.7,-29.65,-20.74,125.4,-19.09,False,True,False,0,51,0,0
250.42,227.77,276.67,27.46,-24.96,90.74,74.45,123.05,596.46,52.6,False,True,True,0,92,0,0
127.0,69.08,163.64,8.01,4.97,4.21,18.61,44.29,212.92,11.15,True,False,False,1,35,0,1
177.21,89.2,175.89,8.89,2.93,2.75,16.48,53.66,211.41,10.02,False,True,False,1,97,1,1
310.67,140.38,-199.53,38.03,-84.66,6.23,78.83,14.49,51.41,29.53,False,True,False,0,81,1,0
169.88,124.93,170.22,4.39,2.99,3.67,12.43,31.71,214.55,10.28,True,False,False,1,73,0,1
175.1,108.42,174.78,8.55,6.8,4.75,14.55,53.95,216.43,10.55,True,False,False,1,50,0,1
-337.38,539.79,285.26,54.04,83.37,-71.63,69.37,-44.32,-154.02,5.77,True,True,True,0,34,0,0
109.67,66.22,109.56,4.6,2.07,2.14,14.86,35.43,217.86,10.53,True,False,False,1,97,0,1
183.58,412.46,673.32,15.34,-17.38,-26.27,-34.3,-44.3,471.91,90.74,False,True,True,0,44,0,0
-96.05,-170.08,346.89,-61.71,-58.33,5.12,-2.6,2.23,-68.7,72.3,False,True,True,0,17,0,0
152.99,76.46,144.46,6.72,6.41,4.06,11.74,40.89,226.83,10.66,True,False,False,1,43,1,1
36.15,-296.5,168.05,64.94,90.57,-54.62,-9.75,97.22,-69.13,30.05,True,False,False,0,33,1,0
428.41,-77.33,550.94,66.99,87.33,94.92,24.86,-39.15,394.35,78.31,True,True,True,0,81,0,0
649.87,55.12,530.55,-12.94,7.19,-84.49,92.44,-58.58,-40.72,-77.66,False,True,True,0,79,1,0
157.07,125.95,146.43,5.9,6.39,2.24,10.34,40.26,213.96,11.79,True,True,False,1,68,0,1
150.42,76.42,136.87,9.12,3.58,4.81,10.24,49.63,215.41,10.77,True,False,False,1,26,0,1
174.57,75.58,140.48,9.79,5.66,4.58,18.79,53.05,210.65,11.51,True,False,False,1,35,0,1
165.31,327.79,-388.19,-50.8,49.67,93.31,14.7,130.59,132.93,76.45,False,True,True,0,75,1,0
100.0,-157.59,-343.62,4.59,-94.24,7.03,116.22,21.26,-189.82,-41.01,False,True,False,0,66,0,0
119.27,119.29,111.78,8.92,5.05,2.28,18.5,50.83,213.56,11.4,True,False,False,1,47,1,1
115.66,104.47,175.94,4.08,4.0,3.72,11.37,33.67,213.35,11.53,True,False,False,1,32,1,1
146.2,127.1,134.54,8.08,2.33,4.78,13.18,57.59,212.5,11.95,True,True,True,1,91,1,1
655.09,-330.08,-260.59,-72.18,-6.24,-54.39,107.35,36.75,-56.05,-44.28,False,True,True,0,31,1,0
161.75,85.4,171.18,6.64,4.7,2.63,19.54,55.57,214.14,11.65,True,False,False,1,50,1,1
120.73,88.43,122.2,4.54,6.01,4.93,17.45,32.11,226.83,11.38,True,False,False,1,90,1,1
282.84,315.6,674.9,93.55,101.45,-54.38,79.62,109.37,675.69,95.35,False,True,True,0,75,1,0
138.67,105.12,168.53,6.57,6.54,4.68,13.29,30.14,214.91,10.59,True,False,True,1,24,1,1
37.35,521.19,277.5,-27.25,-97.41,-67.05,7.18,6.57,-129.31,-84.8,False,True,True,0,35,0,0
108.15,135.33,154.87,4.07,3.86,3.6,14.29,37.06,213.85,10.39,True,False,False,1,100,1,1
518.28,-190.54,200.29,-59.34,-13.07,-20.64,-21.24,1.69,288.46,55.27,False,True,True,0,33,1,0
459.14,-349.12,670.88,44.27,-45.88,-49.27,-9.7,142.06,-259.54,-15.88,False,True,True,0,44,1,0
-76.58,454.29,354.91,26.61,-51.03,-11.42,-42.32,-53.28,-213.33,43.49,False,True,True,0,63,1,0
653.23,206.03,176.77,82.43,48.01,11.08,32.12,137.3,463.25,-50.01,False,False,True,0,36,1,0
175.24,66.54,150.47,8.99,5.63,2.57,15.6,54.47,229.71,11.47,True,False,False,1,76,0,1
489.67,-408.43,-299.58,-73.63,89.58,-72.44,40.43,31.6,-248.72,80.8,False,True,True,0,77,1,0
137.29,117.91,117.97,8.2,3.35,2.81,18.81,37.55,212.95,11.65,True,False,False,0,45,1,1
175.99,93.16,146.0,7.26,4.55,4.09,14.48,56.66,218.72,10.67,True,False,True,0,43,1,1
176.09,125.46,133.33,5.8,5.66,2.11,12.78,46.4,210.68,11.1,True,False,False,1,38,0,1
168.84,124.69,155.78,6.9,3.88,3.08,12.9,51.76,227.67,11.17,True,False,False,1,52,0,1
-278.09,-89.08,-46.8,81.46,59.63,-31.83,-21.26,-67.41,192.93,38.09,False,True,True,0,58,0,0
121.53,112.9,105.64,7.42,4.29,3.1,13.58,39.66,224.22,10.88,True,False,False,1,29,0,1
104.48,90.53,162.56,8.76,4.83,4.63,13.24,35.97,210.21,11.97,True,False,False,1,37,1,1
385.81,114.93,425.35,62.02,38.3,73.0,114.69,-44.45,589.2,27.74,False,True,True,0,25,1,0
-204.44,-233.36,-98.51,31.65,54.58,-21.77,-27.28,-20.7,-208.35,-13.48,False,True,True,0,93,0,0
170.74,127.54,165.25,6.71,3.08,3.79,12.49,56.7,223.33,11.0,True,False,False,1,21,1,1
-85.55,52.69,-359.08,62.18,-61.43,-84.95,-73.22,-54.04,10.83,-59.82,True,True,True,0,64,0,0
142.65,125.26,145.01,9.71,4.41,2.74,12.33,54.88,221.3,11.67,True,False,False,1,89,1,1
37.14,48.33,-68.54,83.5,-96.02,-44.9,-39.37,47.74,322.15,52.47,False,True,True,0,97,0,0
-242.73,68.62,-395.46,75.25,-18.75,22.72,102.51,104.53,397.65,43.17,False,True,True,0,83,0,0
114.55,66.97,138.29,4.13,2.79,4.27,17.03,45.89,229.55,10.42,True,False,False,1,54,0,1
443.2,-431.16,522.37,103.15,-74.13,-53.71,26.9,150.36,-101.63,42.74,False,False,True,0,81,1,0
566.47,-325.99,-251.82,84.28,-1.83,-47.53,-47.3,-55.32,163.08,-85.13,False,True,True,0,20,0,0
-339.21,-246.08,-86.68,79.85,-31.84,-27.8,-67.22,35.61,476.29,-56.84,False,True,True,0,83,1,0
135.44,61.92,141.3,5.87,5.51,3.3,17.73,31.6,212.44,10.93,True,False,False,1,78,1,1
169.08,120.73,166.4,9.77,6.61,2.97,14.04,50.58,227.09,10.9,True,False,False,1,62,0,1
424.69,628.0,126.72,62.26,47.65,-73.12,83.91,-65.03,68.68,-68.85,False,True,True,0,81,1,0
418.63,314.05,419.05,85.59,36.78,13.63,-76.93,81.1,96.06,102.02,False,False,True,0,31,1,0
-291.26,-230.71,481.7,19.12,-33.57,-44.58,-69.95,2.0,147.48,-76.86,False,True,True,0,13,0,0
134.89,103.65,109.6,4.24,5.52,4.28,11.44,59.59,224.91,10.28,True,False,False,1,38,1,1
142.91,70.75,141.3,4.34,3.4,4.61,19.41,36.35,226.99,11.11,True,False,False,1,39,1,1
277.21,-436.48,379.73,20.37,73.59,60.35,5.75,-53.65,672.12,-74.29,False,True,True,0,92,0,0
110.59,83.04,105.15,8.78,5.52,2.88,18.57,31.39,221.98,10.56,True,False,False,1,91,1,1
-31.62,-173.07,606.35,-9.59,-0.81,-46.96,66.14,79.11,160.38,42.12,False,True,True,0,68,0,0
667.2,-381.46,-189.64,-51.61,64.6,46.62,-31.34,35.82,-222.48,-87.37,False,True,True,0,38,1,0
105.02,101.04,167.93,6.9,5.3,3.16,14.17,38.7,211.89,11.02,True,False,False,1,26,0,1
550.91,-33.48,283.17,-20.13,-19.65,-33.52,88.25,-10.05,70.76,-86.76,False,True,True,0,70,1,0
-344.57,-119.59,216.56,65.76,79.99,42.62,67.15,-54.2,717.91,58.74,True,True,True,0,65,1,0
566.69,634.32,-93.15,34.48,36.84,14.33,99.24,26.23,-172.56,-58.11,False,True,True,0,56,1,0
174.55,103.39,109.5,6.26,5.04,2.5,17.53,32.65,223.32,11.21,True,False,False,1,97,1,1
158.57,134.85,127.33,7.26,5.78,2.54,13.79,43.21,210.68,10.89,True,False,False,1,71,1,1
-15.53,-211.86,484.95,-0.65,73.21,13.28,-49.27,99.02,105.74,111.6,False,True,True,0,64,0,0
132.82,121.13,134.92,4.91,4.96,3.01,14.43,54.66,220.47,10.9,False,False,False,1,81,1,1
-92.25,226.79,589.61,-81.26,-55.25,91.94,-80.41,145.3,128.39,-21.15,False,True,True,0,25,1,0
237.39,-205.73,330.16,45.7,-32.84,-5.99,106.25,-58.24,691.97,-58.88,True,True,True,0,77,1,0
639.36,325.1,135.18,58.78,45.77,-40.66,59.89,64.03,189.2,-47.4,False,True,True,0,13,0,0
108.22,110.36,139.88,9.33,5.5,3.82,13.86,49.57,217.85,10.17,True,False,False,1,47,1,1
134.09,67.66,176.71,7.18,6.3,2.34,11.96,32.45,212.17,11.83,True,True,False,1,82,1,1
301.63,526.1,121.27,24.96,0.64,-50.34,71.6,116.75,-161.29,95.28,True,False,True,0,78,0,0
199.52,566.2,578.04,-29.9,76.25,-42.89,8.36,-9.98,375.29,-44.47,False,True,True,0,35,0,0
276.32,-34.14,279.3,-25.29,24.9,-63.26,85.61,-55.07,383.6,97.39,False,False,True,0,38,0,0
171.47,501.89,305.01,23.5,-66.13,-61.03,85.82,-42.51,534.3,-56.47,False,True,True,0,53,1,0
224.3,66.51,274.41,80.48,17.96,11.7,-8.56,119.8,-98.11,-34.79,False,True,True,0,76,1,0
467.72,296.3,465.41,83.59,102.04,43.42,10.28,-40.95,395.58,110.07,False,True,True,0,91,0,0
175.44,63.77,124.81,7.72,4.06,4.08,14.49,42.79,213.71,10.85,True,False,False,1,92,0,1
167.53,97.89,138.02,9.17,5.97,3.35,13.36,58.02,228.96,11.93,True,False,False,1,43,1,1
162.49,129.69,134.33,4.18,2.18,4.82,12.42,34.82,220.03,11.91,True,False,False,1,86,0,1
152.58,92.93,137.13,9.23,3.77,3.34,13.19,49.72,212.73,10.21,True,True,False,1,44,0,1
-158.64,398.29,433.63,108.05,-15.05,23.91,-41.6,101.11,-195.28,96.59,False,True,True,0,50,0,0
115.32,60.99,174.84,9.48,2.0,4.29,19.49,56.63,218.69,10.88,True,True,False,1,32,1,1
184.65,-105.79,295.12,60.49,28.55,94.89,118.11,-3.57,-84.56,64.08,True,True,True,0,60,0,0
546.92,-12.64,617.74,28.08,-31.16,-22.39,56.48,-55.99,-187.77,-79.28,False,False,False,0,14,1,0
513.99,-419.62,616.24,14.52,-61.07,-30.25,105.45,-50.22,555.72,43.92,False,True,True,0,31,1,0
141.05,82.55,159.41,7.54,4.42,4.59,14.43,59.15,225.39,11.33,True,False,False,1,53,1,1
637.6,263.19,359.27,41.65,-45.74,-81.94,61.73,61.91,620.22,-2.87,False,True,True,0,44,1,0
228.78,144.11,502.84,68.88,-62.3,-40.52,-73.99,57.81,200.08,45.64,False,True,True,0,89,0,0
157.72,108.26,161.54,4.86,4.4,2.76,15.07,52.26,224.71,10.2,True,False,False,1,89,1,1
178.31,74.51,136.48,8.11,4.43,3.12,11.86,46.05,228.27,11.17,True,True,False,1,62,1,1
139.23,138.3,139.4,6.4,5.25,3.73,16.69,41.88,220.57,11.41,True,False,False,1,89,1,1
157.27,-326.94,-96.04,-44.38,-28.22,40.88,61.82,76.01,590.12,20.35,False,False,True,0,62,0,0
-354.33,-349.2,278.98,-5.33,-64.45,2.87,-39.08,-34.09,724.73,-11.74,False,True,True,1,34,0,0
149.33,116.03,115.74,9.54,5.47,3.66,13.25,49.82,213.84,10.38,True,True,False,1,50,0,1
12.45,260.33,375.51,-83.91,-13.84,-61.21,-1.59,99.08,-30.79,49.44,False,True,True,0,27,0,0
58.3,-136.46,-25.77,41.41,94.49,41.13,-10.6,74.95,-133.54,-17.28,True,True,True,0,79,0,0
277.4,-75.13,621.24,76.0,106.76,-92.85,56.45,8.99,545.25,-58.28,False,True,False,1,39,0,0
148.6,137.55,141.78,7.2,2.37,4.98,11.24,34.33,214.22,11.19,True,False,False,1,68,0,1
128.33,85.14,118.44,8.19,6.92,3.84,19.67,46.21,213.37,10.89,True,False,False,1,41,0,1
165.06,271.15,-249.6,36.15,-67.48,-41.61,-36.99,142.3,-125.89,46.92,True,True,True,0,84,0,0
169.52,118.23,136.65,8.76,3.19,2.61,18.33,31.51,218.15,10.58,True,False,False,1,40,0,1
151.18,88.64,105.46,8.59,5.3,4.58,16.8,47.69,226.5,10.27,True,False,False,1,15,0,1
125.35,83.02,156.42,5.27,6.53,3.33,17.53,31.97,222.91,11.3,True,False,False,1,86,1,1
123.13,139.21,112.3,8.88,2.73,2.61,12.52,54.3,210.23,11.49,True,True,False,1,47,1,1
179.67,135.48,108.91,4.07,3.01,4.59,15.33,41.93,227.54,11.37,True,True,True,1,28,1,1
75.33,439.77,-285.66,-86.46,-64.64,49.2,-63.03,151.29,-168.01,28.3,False,True,True,0,57,0,0
-188.64,281.65,669.51,15.36,9.86,-83.29,2.72,-24.77,-140.16,-86.55,False,True,True,0,42,0,0
-235.08,-390.7,65.02,99.18,-64.5,29.19,51.33,86.05,280.48,-59.85,False,True,True,0,100,0,0
-2.26,297.25,623.19,64.16,1.75,-8.72,-65.91,96.88,429.24,-43.06,False,True,True,0,90,1,0
-324.6,335.34,62.06,82.3,43.15,10.5,106.93,122.27,-260.46,-84.42,True,True,True,0,21,1,0
605.17,166.29,-37.01,109.54,90.04,-70.38,114.38,43.86,238.64,-4.02,True,True,True,0,20,0,0
529.23,547.45,304.13,-89.61,60.12,60.9,62.28,140.57,208.19,70.57,False,False,True,0,49,0,0
-124.89,-277.72,-339.52,63.32,-16.39,-68.39,-13.91,89.13,118.02,20.37,True,True,True,0,32,1,0
115.62,77.03,141.99,5.85,5.71,2.67,15.18,46.78,227.27,11.51,True,False,True,1,83,0,1
-391.49,479.83,548.87,-95.05,7.94,-86.08,109.31,49.91,-186.56,-60.35,True,True,False,0,39,0,0
104.84,105.57,163.63,4.63,5.9,2.42,11.97,40.06,214.88,10.54,True,False,True,1,34,1,1
173.35,78.55,162.53,9.33,3.14,4.45,15.5,58.99,216.66,10.12,True,False,False,1,96,1,1
151.87,125.33,174.16,5.73,3.8,4.93,10.98,47.34,214.09,10.49,True,False,False,1,81,1,1
-297.98,321.67,-137.57,-23.97,4.08,50.69,16.57,67.19,326.48,107.91,False,True,True,0,88,0,0
465.75,306.79,176.57,99.61,71.33,-59.98,-35.66,130.41,162.17,-21.32,False,True,True,0,47,0,0
511.95,-209.22,666.95,-51.96,-33.19,-96.45,10.8,-59.15,-92.1,-27.01,False,True,True,0,49,0,0
137.41,91.91,141.16,7.6,3.53,3.74,12.52,46.18,224.73,10.41,True,False,True,1,61,1,1
-95.21,-76.93,-265.09,99.98,28.99,-92.1,56.0,153.77,194.3,25.13,False,True,True,0,38,0,0
354.15,318.63,56.38,78.79,-62.75,17.32,-62.63,-41.97,-104.82,11.35,False,True,False,1,61,1,0
167.17,303.11,618.66,62.23,-55.45,53.83,9.01,34.52,-158.26,18.13,False,True,True,0,64,1,0
178.33,89.96,173.63,8.42,2.2,2.82,15.42,36.99,222.1,11.4,True,False,False,1,99,1,1
294.06,-302.76,173.38,-20.26,-77.11,-15.54,-68.56,75.64,203.71,26.33,False,True,True,0,37,0,0
149.03,82.86,160.28,4.14,2.95,2.91,12.48,31.02,225.45,11.47,True,False,True,1,76,0,1
-356.18,68.61,499.06,29.55,-38.66,32.25,-41.5,129.55,25.78,-41.69,False,True,True,0,26,0,0
141.72,73.08,158.47,6.98,5.31,3.36,17.48,57.15,210.4,10.78,True,False,False,1,87,0,1
112.87,90.94,171.31,6.5,5.48,3.11,18.6,47.78,217.26,11.49,True,False,False,1,58,1,1
124.4,105.28,126.8,8.17,2.2,2.19,17.14,59.9,222.44,11.26,True,False,False,1,64,1,1
-326.36,72.94,-157.77,85.91,-46.28,-88.72,38.88,43.32,-243.59,-54.49,True,True,False,0,93,1,0
447.3,414.84,-342.51,-39.33,-15.71,37.52,21.92,120.83,-97.34,-30.47,False,True,True,0,96,0,0
169.34,78.7,158.29,8.2,4.54,2.02,19.3,37.87,222.69,10.95,True,False,False,1,83,1,1
101.05,92.22,143.96,8.05,6.62,3.62,10.32,34.6,225.67,10.78,True,False,False,1,100,1,1
-320.9,-432.38,620.17,-24.78,-54.77,-24.99,66.21,151.48,-199.71,-59.66,False,True,True,0,79,0,0
138.38,94.4,172.43,6.07,6.25,3.0,19.77,53.47,227.92,11.79,True,False,False,1,37,0,1
107.61,69.57,179.76,6.8,6.78,2.19,14.28,43.2,228.7,11.11,True,False,False,0,57,1,1
368.32,74.21,58.21,-26.65,-85.52,9.22,108.12,68.3,-244.4,97.25,False,True,True,0,20,1,0
159.81,136.67,170.65,9.22,3.62,4.63,12.14,50.01,225.5,10.86,True,False,False,1,83,1,1
331.43,-380.47,166.24,90.97,-44.72,-39.14,83.73,11.54,230.49,-42.7,False,True,False,0,25,0,0
-3.87,169.54,-158.28,-67.97,-95.25,81.16,-13.95,-4.77,-280.29,34.66,False,True,True,0,65,1,0
144.54,64.07,142.82,8.3,5.59,2.82,18.83,39.36,223.83,11.88,True,False,False,1,76,1,1
163.22,128.63,103.06,5.68,3.65,3.18,10.28,42.56,219.57,11.07,True,False,False,1,47,0,1
162.5,73.67,143.17,8.15,3.23,4.64,16.38,46.95,210.13,10.42,False,True,False,1,77,1,1
302.06,579.22,206.15,18.15,57.13,24.82,-11.15,-62.27,-18.53,98.17,False,True,True,1,65,1,0
140.79,128.99,139.78,5.34,2.27,2.35,12.62,31.4,224.64,11.17,True,False,False,1,72,0,1
144.9,90.36,105.11,7.91,4.94,4.79,18.16,41.36,222.98,11.18,True,False,False,1,36,1,1
214.35,346.5,-241.61,61.16,-87.28,46.99,-22.37,86.71,720.1,-28.43,False,True,True,0,76,1,0
-268.67,172.53,104.68,-32.54,-77.24,-52.89,-10.45,59.72,255.53,-71.92,False,True,True,0,76,0,0
122.41,114.79,134.37,4.94,4.71,3.9,15.89,50.01,211.77,10.84,True,False,False,1,96,0,1
168.72,104.07,114.67,8.95,2.24,2.71,12.8,43.44,220.89,11.08,True,False,True,1,45,0,1
141.32,88.17,145.96,5.56,6.22,2.34,10.27,58.04,222.89,10.34,True,False,False,1,100,1,1
554.64,-187.01,551.43,-60.36,49.6,-31.81,77.69,67.39,632.54,-63.03,False,True,True,0,80,0,0
-384.61,482.55,484.73,-6.28,17.78,-34.74,101.93,79.77,18.29,-68.56,False,True,True,0,22,1,0
314.54,464.64,-388.3,-83.24,-51.07,19.2,-0.13,55.12,590.56,-25.81,False,True,False,0,69,1,0
139.09,76.85,129.42,4.44,5.7,2.33,16.32,40.98,213.5,11.36,True,False,False,1,53,1,1
143.36,139.29,123.67,7.26,3.8,2.02,12.9,59.27,217.13,11.76,True,False,False,1,41,1,1
-172.99,371.01,474.01,-68.85,-70.39,12.37,36.13,56.32,37.36,13.33,False,True,True,0,56,0,0
52.01,-11.83,109.32,104.77,9.48,74.25,-42.53,-49.06,-197.09,15.63,False,True,False,0,60,0,0
163.32,134.99,174.28,8.39,3.3,2.21,18.07,52.57,225.52,10.82,False,False,False,1,37,0,1
148.97,-378.12,-341.73,100.51,57.71,24.21,-47.29,101.25,-55.28,96.75,False,True,True,0,31,1,0
648.56,30.69,527.49,22.3,17.03,88.0,8.84,-66.05,-39.11,102.58,False,True,False,0,30,0,0
175.38,130.95,162.68,8.12,3.19,2.92,13.47,53.09,220.53,11.22,True,False,False,1,84,1,1
11.08,-383.04,389.19,-75.78,-18.66,22.2,104.2,156.59,454.55,3.3,True,True,True,0,54,1,0
156.64,67.25,141.54,6.45,5.1,4.29,13.44,54.25,225.82,11.56,True,False,False,1,22,0,1
168.38,88.42,151.6,9.18,3.52,2.45,13.67,52.24,214.62,10.2,True,False,False,1,25,0,1
-347.01,599.04,618.5,47.03,-82.5,33.73,112.15,57.88,-195.14,45.66,False,True,True,0,99,0,0
121.3,66.45,176.95,8.01,5.35,3.2,15.01,30.94,224.88,11.71,True,False,False,1,57,0,1
174.32,86.31,120.61,7.39,6.33,3.76,12.65,43.53,213.68,10.26,True,False,False,1,75,0,1
156.54,18.5,146.05,45.13,11.34,63.55,-36.25,119.58,454.63,-68.29,False,True,False,0,44,0,0
131.68,105.01,161.64,6.18,3.74,3.62,18.07,41.04,212.57,10.33,False,False,False,1,37,0,1
404.18,-345.72,-253.94,21.42,104.63,83.53,55.19,4.9,598.0,99.43,False,True,True,0,48,0,0
155.76,91.22,143.55,8.7,6.62,4.92,18.86,51.79,223.37,10.22,True,False,False,1,47,0,1
125.04,103.71,123.72,6.15,4.99,2.31,10.39,39.37,229.2,11.16,True,False,False,1,53,0,1
138.78,121.61,125.73,7.78,2.63,4.21,15.97,30.52,222.91,10.89,True,False,False,1,99,1,1
-298.98,267.97,60.68,38.92,56.52,18.93,-37.51,-25.37,-214.74,30.57,False,True,True,0,69,0,0
-126.62,344.91,147.01,-7.0,-45.15,4.56,-24.75,12.78,603.14,94.9,False,True,True,0,54,1,0
-85.86,-270.02,650.99,-74.41,-65.29,-64.29,23.97,70.62,-90.45,55.24,False,True,True,0,49,0,0
545.69,485.81,-352.63,-69.73,-34.71,-3.03,-25.67,135.99,664.3,78.36,False,True,False,0,31,1,0
-115.83,320.48,-109.7,-73.54,12.29,-6.75,66.63,154.37,34.51,33.61,False,True,True,0,37,1,0
100.6,75.09,163.48,8.93,2.77,3.35,19.43,48.37,224.92,10.81,True,False,False,1,25,0,1
126.17,92.52,142.68,8.33,3.49,2.23,17.02,38.27,218.44,10.68,False,False,True,1,95,0,1
222.62,169.1,58.74,-88.04,-62.5,56.04,-50.72,114.96,-169.62,-21.86,False,True,True,0,72,1,0
134.57,131.54,144.0,5.96,5.63,2.73,19.61,57.46,228.15,11.11,True,False,False,0,86,1,1
169.35,96.46,139.43,6.2,6.51,2.78,19.07,34.23,216.5,11.79,True,False,False,1,70,1,1
425.78,541.83,559.75,34.14,-17.14,-37.22,108.89,143.25,178.52,56.79,False,False,True,0,82,1,0
663.03,-417.27,122.85,-13.87,-21.54,101.49,-89.07,134.15,275.5,-8.64,False,True,True,0,79,1,0
405.75,-223.81,431.77,95.91,89.03,83.66,16.16,-59.19,-281.01,95.58,False,True,True,0,71,1,0
169.1,93.67,100.76,8.67,4.32,2.72,10.52,56.07,219.2,10.9,False,False,False,1,60,1,1
371.69,292.51,73.93,36.41,-60.21,58.64,56.14,41.99,121.84,-28.78,False,True,True,0,58,0,0
138.43,61.72,161.44,5.84,3.63,2.18,17.13,46.59,210.7,11.5,True,False,False,1,63,1,1
100.25,97.62,177.96,6.34,6.24,3.24,13.69,35.68,227.36,11.5,True,False,False,1,70,1,1
124.5,106.03,164.32,6.84,5.16,4.19,14.22,40.92,225.8,11.19,True,False,False,1,88,0,1
364.85,13.35,128.49,-22.06,50.6,-90.74,-29.66,-21.11,-83.89,5.07,False,True,True,0,75,0,0
-15.73,306.33,31.35,80.26,78.43,-43.77,-79.78,-1.99,-206.71,103.35,True,True,True,0,14,0,0
134.48,132.67,152.56,5.49,4.02,4.82,15.37,38.62,220.28,11.5,True,True,False,1,95,0,1
130.46,96.16,103.91,7.11,5.08,4.02,13.57,31.31,227.07,11.66,True,True,False,1,58,0,1
422.07,256.97,440.91,38.46,1.55,6.83,71.27,45.99,257.45,-82.24,True,True,True,0,71,0,0
-135.47,530.69,-359.3,-71.87,-42.0,67.74,-76.88,154.43,39.74,14.46,False,False,True,0,88,0,0
160.61,89.98,113.54,7.03,5.48,4.45,13.17,55.63,210.5,11.06,True,False,False,1,54,0,1
477.2,467.38,-348.32,54.3,28.56,30.77,-1.12,55.24,4.4,-74.29,False,True,True,0,43,1,0
-144.22,593.67,-137.12,24.6,18.09,66.63,46.51,-11.06,397.04,13.79,False,True,True,0,69,0,0
253.22,167.92,392.88,27.95,-13.38,-40.64,-8.07,5.65,550.94,-53.24,False,True,True,0,22,1,0
504.93,-225.99,-310.0,-41.17,8.68,-86.36,-63.72,98.61,462.58,94.4,False,True,False,0,83,1,0
107.06,132.65,106.72,5.68,2.32,2.01,10.48,47.4,213.27,10.03,True,False,False,1,20,1,1
172.71,115.24,100.5,8.93,3.61,3.2,14.02,58.22,212.64,11.23,True,False,False,1,90,1,1
138.18,77.49,118.33,6.01,4.08,2.68,15.06,48.69,219.76,10.01,True,False,False,1,24,0,1
129.81,128.85,160.96,9.33,5.93,2.84,10.89,55.3,216.68,11.98,True,False,False,1,51,0,1
105.7,109.33,110.66,8.6,3.52,4.24,12.96,55.23,212.48,11.98,True,False,False,1,99,1,1
-146.91,-149.28,548.16,-95.91,14.71,98.31,-28.72,6.39,552.42,-52.83,False,True,True,0,16,1,0
153.22,74.23,156.79,5.37,4.84,4.35,16.73,54.7,217.7,10.82,True,False,False,1,59,1,1
-241.85,-206.08,357.11,55.75,-22.84,41.93,44.74,133.33,620.76,-45.06,False,True,True,0,15,1,0
105.8,109.75,170.08,6.67,4.04,3.49,11.98,40.52,210.29,10.85,True,False,False,1,73,1,1
171.16,118.98,112.98,8.89,2.49,3.27,10.53,56.26,226.5,10.23,True,False,False,1,35,1,1
114.32,60.31,145.47,6.11,3.66,4.7,19.88,47.33,222.41,11.59,True,False,False,0,46,0,1
-271.92,317.25,-221.61,47.02,16.7,-48.47,-2.5,144.76,497.42,-16.93,False,True,True,0,13,0,0
179.71,64.44,147.72,4.59,5.37,4.95,16.48,53.75,219.92,10.43,True,False,False,1,48,0,1
102.67,74.63,119.59,8.64,3.16,3.73,17.91,53.45,226.64,10.08,True,False,True,1,42,0,1
108.69,104.12,123.23,7.11,3.37,2.95,19.38,52.79,222.21,11.72,True,False,False,1,73,1,1
459.65,110.97,-123.62,65.34,-63.79,58.74,-45.27,53.79,303.38,53.67,False,True,True,0,30,1,0
105.61,60.87,144.45,8.87,4.85,2.98,14.51,55.73,218.18,11.54,True,False,False,1,92,0,1
135.53,74.28,164.6,4.99,6.75,2.38,10.18,37.03,226.01,11.28,True,False,False,1,65,1,1
-206.16,-342.95,560.11,72.28,70.19,28.62,-79.12,-63.23,269.77,68.39,False,True,False,0,44,0,0
112.8,95.75,155.68,8.76,3.7,3.79,16.93,36.06,213.5,10.96,True,False,True,1,93,1,1
606.59,79.74,-272.94,38.78,-26.77,56.44,112.96,43.96,661.33,42.58,True,True,True,0,83,0,0
518.17,-298.38,43.59,54.32,-22.52,36.74,49.83,114.51,201.27,-8.62,False,True,True,0,13,1,0
540.04,223.82,-109.94,4.52,52.47,104.98,37.03,111.12,452.62,45.83,False,True,True,0,82,1,0
564.34,-229.24,-352.75,-11.31,-32.7,-66.59,17.97,121.45,157.77,73.57,False,True,True,0,92,0,0
105.09,130.77,173.94,4.61,2.4,4.09,15.64,39.19,211.4,11.47,True,False,False,0,50,1,1
153.41,98.92,135.78,7.99,4.87,2.78,11.81,47.62,210.54,11.53,True,False,False,1,53,1,1
